carrier;carrier_name;airport;airport_name;arr_flights;arr_del15; arr_delay;arr_cancelled;;;;Legtöbb járat szám;;;;;;;;;;;
OH;PSA Airlines Inc.;BTV;Burlington; VT: Burlington International;79;0;8;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;BUF;Buffalo; NY: Buffalo Niagara International;86;0;14;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;BWI;Baltimore; MD: Baltimore/Washington International Thurgood Marshall;13;0;44568;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CAE;Columbia; SC: Columbia Metropolitan;191;0;19;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CAK;Akron; OH: Akron-Canton Regional;237;3;37;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CHA;Chattanooga; TN: Lovell Field;244;0;21;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CHO;Charlottesville; VA: Charlottesville Albemarle;110;1;14;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CHS;Charleston; SC: Charleston AFB/International;273;0;38;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CID;Cedar Rapids/Iowa City; IA: The Eastern Iowa;74;0;9;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CLE;Cleveland; OH: Cleveland-Hopkins International;184;1;26;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CLT;Charlotte; NC: Charlotte Douglas International;7965;5;820;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CMH;Columbus; OH: John Glenn Columbus International;126;2;44781;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CRW;Charleston/Dunbar; WV: Yeager;199;3;23;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;CVG;Cincinnati; OH: Cincinnati/Northern Kentucky International;406;2;50;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DAB;Daytona Beach; FL: Daytona Beach International;129;1;22;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DAY;Dayton; OH: James M Cox/Dayton International;505;4;78;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DCA;Washington; DC: Ronald Reagan Washington National;2382;18;307;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DFW;Dallas/Fort Worth; TX: Dallas/Fort Worth International;224;4;44676;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DSM;Des Moines; IA: Des Moines International;86;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;DTW;Detroit; MI: Detroit Metro Wayne County;93;0;12;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;ECP;Panama City; FL: Northwest Florida Beaches International;61;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;EWN;New Bern/Morehead/Beaufort; NC: Coastal Carolina Regional;145;0;11;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;FAY;Fayetteville; NC: Fayetteville Regional/Grannis Field;156;0;13;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;FNT;Flint; MI: Bishop International;27;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;FWA;Fort Wayne; IN: Fort Wayne International;60;1;44651;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;GNV;Gainesville; FL: Gainesville Regional;129;0;44925;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;GPT;Gulfport/Biloxi; MS: Gulfport-Biloxi International;86;1;4;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;GRR;Grand Rapids; MI: Gerald R. Ford International;201;0;16;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;GSO;Greensboro/High Point; NC: Piedmont Triad International;220;0;25;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;GSP;Greer; SC: Greenville-Spartanburg International;383;0;46;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;HPN;White Plains; NY: Westchester County;235;1;44709;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;HSV;Huntsville; AL: Huntsville International-Carl T Jones Field;201;1;44731;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;IAD;Washington; DC: Washington Dulles International;177;0;11;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;IAH;Houston; TX: George Bush Intercontinental/Houston;9;0;0;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;ILM;Wilmington; NC: Wilmington International;170;0;15;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;IND;Indianapolis; IN: Indianapolis International;138;1;9;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;JAN;Jackson/Vicksburg; MS: Jackson Medgar Wiley Evers International;170;0;23;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;JAX;Jacksonville; FL: Jacksonville International;134;1;14;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;LAN;Lansing; MI: Capital Region International;27;0;44632;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;LEX;Lexington; KY: Blue Grass;77;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;LGA;New York; NY: LaGuardia;174;2;44765;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;LIT;Little Rock; AR: Bill and Hillary Clinton Nat Adams Field;129;0;44743;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;LYH;Lynchburg; VA: Lynchburg Regional/Preston Glenn Field;91;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MCI;Kansas City; MO: Kansas City International;10;0;44597;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MDT;Harrisburg; PA: Harrisburg International;31;0;3;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MEM;Memphis; TN: Memphis International;78;0;9;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MGM;Montgomery; AL: Montgomery Regional;23;0;2;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MHT;Manchester; NH: Manchester-Boston Regional;150;1;22;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MKE;Milwaukee; WI: General Mitchell International;145;0;14;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MLB;Melbourne; FL: Melbourne International;113;0;44798;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MOB;Mobile; AL: Mobile Regional;28;1;44597;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MSN;Madison; WI: Dane County Regional-Truax Field;127;0;15;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MSY;New Orleans; LA: Louis Armstrong New Orleans International;11;0;0;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;MYR;Myrtle Beach; SC: Myrtle Beach International;195;0;21;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;OAJ;Jacksonville/Camp Lejeune; NC: Albert J Ellis;146;1;44792;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;OKC;Oklahoma City; OK: Will Rogers World;84;1;4;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;OMA;Omaha; NE: Eppley Airfield;107;0;6;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;ORF;Norfolk; VA: Norfolk International;400;2;64;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PHF;Newport News/Williamsburg; VA: Newport News/Williamsburg International;120;1;14;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PHL;Philadelphia; PA: Philadelphia International;1386;0;165;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PIA;Peoria; IL: General Downing - Peoria International;62;0;1;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PIT;Pittsburgh; PA: Pittsburgh International;201;2;25;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PNS;Pensacola; FL: Pensacola International;236;0;33;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PVD;Providence; RI: Theodore Francis Green State;187;0;35;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;PWM;Portland; ME: Portland International Jetport;23;0;4;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;RDU;Raleigh/Durham; NC: Raleigh-Durham International;127;0;18;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;RIC;Richmond; VA: Richmond International;107;0;13;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;ROC;Rochester; NY: Greater Rochester International;154;0;23;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SAT;San Antonio; TX: San Antonio International;12;1;1;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SAV;Savannah; GA: Savannah/Hilton Head International;351;0;51;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SBN;South Bend; IN: South Bend International;61;0;8;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SDF;Louisville; KY: Louisville Muhammad Ali International;200;0;21;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SHV;Shreveport; LA: Shreveport Regional;73;0;4;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SRQ;Sarasota/Bradenton; FL: Sarasota/Bradenton International;87;0;44879;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;STL;St. Louis; MO: St Louis Lambert International;196;0;21;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;SYR;Syracuse; NY: Syracuse Hancock International;104;1;20;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;TLH;Tallahassee; FL: Tallahassee International;177;2;13;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;TOL;Toledo; OH: Toledo Express;36;0;11;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;TUL;Tulsa; OK: Tulsa International;31;0;1;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;TYS;Knoxville; TN: McGhee Tyson;328;1;45;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;VPS;Valparaiso; FL: Eglin AFB Destin Fort Walton Beach;158;0;12;;;;;;;;;;;;;;;
OH;PSA Airlines Inc.;XNA;Fayetteville; AR: Northwest Arkansas Regional;55;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ABE;Allentown/Bethlehem/Easton; PA: Lehigh Valley International;60;1;44562;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ABQ;Albuquerque; NM: Albuquerque International Sunport;343;0;44675;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ABR;Aberdeen; SD: Aberdeen Regional;64;1;44670;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ABY;Albany; GA: Southwest Georgia Regional;81;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ACT;Waco; TX: Waco Regional;12;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ACV;Arcata/Eureka; CA: California Redwood Coast Humboldt County;215;5;44925;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ALB;Albany; NY: Albany International;168;0;12;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;AMA;Amarillo; TX: Rick Husband Amarillo International;3;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;APN;Alpena; MI: Alpena County Regional;53;0;44598;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ASE;Aspen; CO: Aspen Pitkin County Sardy Field;708;38;71;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ATL;Atlanta; GA: Hartsfield-Jackson Atlanta International;2051;0;158;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ATW;Appleton; WI: Appleton International;183;2;17;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ATY;Watertown; SD: Watertown Regional;62;1;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;AUS;Austin; TX: Austin - Bergstrom International;128;0;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;AVL;Asheville; NC: Asheville Regional;107;1;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;AVP;Scranton/Wilkes-Barre; PA: Wilkes Barre Scranton International;80;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;AZO;Kalamazoo; MI: Kalamazoo/Battle Creek International;157;0;44860;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BDL;Hartford; CT: Bradley International;63;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BFF;Scottsbluff; NE: Western Neb. Regional/William B. Heilig Field;53;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BFL;Bakersfield; CA: Meadows Field;126;2;9;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BGM;Binghamton; NY: Greater Binghamton/Edwin A. Link Field;86;2;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BGR;Bangor; ME: Bangor International;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BHM;Birmingham; AL: Birmingham-Shuttlesworth International;156;0;12;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BIL;Billings; MT: Billings Logan International;154;2;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BIS;Bismarck/Mandan; ND: Bismarck Municipal;234;1;15;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BJI;Bemidji; MN: Bemidji Regional;62;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BNA;Nashville; TN: Nashville International;472;0;16469;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BOI;Boise; ID: Boise Air Terminal;951;2;83;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BOS;Boston; MA: Logan International;61;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BQK;Brunswick; GA: Brunswick Golden Isles;89;0;44586;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BRD;Brainerd; MN: Brainerd Lakes Regional;54;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BRO;Brownsville; TX: Brownsville South Padre Island International;3;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BTM;Butte; MT: Bert Mooney;58;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BTR;Baton Rouge; LA: Baton Rouge Metropolitan/Ryan Field;44;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BTV;Burlington; VT: Burlington International;16;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BUF;Buffalo; NY: Buffalo Niagara International;96;0;9;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BUR;Burbank; CA: Bob Hope;374;2;38;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BWI;Baltimore; MD: Baltimore/Washington International Thurgood Marshall;46;0;44630;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;BZN;Bozeman; MT: Bozeman Yellowstone International;214;1;17;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CAE;Columbia; SC: Columbia Metropolitan;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CAK;Akron; OH: Akron-Canton Regional;68;0;44732;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CDC;Cedar City; UT: Cedar City Regional;53;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CGI;Cape Girardeau; MO: Cape Girardeau Regional;55;1;44633;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CHA;Chattanooga; TN: Lovell Field;203;0;16;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CHO;Charlottesville; VA: Charlottesville Albemarle;97;0;8;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CHS;Charleston; SC: Charleston AFB/International;136;1;44770;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CID;Cedar Rapids/Iowa City; IA: The Eastern Iowa;175;0;44767;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CIU;Sault Ste. Marie; MI: Chippewa County International;56;1;44620;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CKB;Clarksburg/Fairmont; WV: North Central West Virginia;61;1;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CLE;Cleveland; OH: Cleveland-Hopkins International;122;0;44847;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CLL;College Station/Bryan; TX: Easterwood Field;26;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CLT;Charlotte; NC: Charlotte Douglas International;89;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CMH;Columbus; OH: John Glenn Columbus International;175;3;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CMX;Hancock/Houghton; MI: Houghton County Memorial;61;0;44717;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CNY;Moab; UT: Canyonlands Field;31;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;COD;Cody; WY: Yellowstone Regional;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;COS;Colorado Springs; CO: City of Colorado Springs Municipal;525;2;47;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;COU;Columbia; MO: Columbia Regional;139;0;14;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CPR;Casper; WY: Casper/Natrona County International;94;0;44631;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CRP;Corpus Christi; TX: Corpus Christi International;54;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CRW;Charleston/Dunbar; WV: Yeager;147;2;11;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CVG;Cincinnati; OH: Cincinnati/Northern Kentucky International;11;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CWA;Mosinee; WI: Central Wisconsin;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;CYS;Cheyenne; WY: Cheyenne Regional/Jerry Olson Field;31;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DAL;Dallas; TX: Dallas Love Field;277;0;12;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DAY;Dayton; OH: James M Cox/Dayton International;196;1;14;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DCA;Washington; DC: Ronald Reagan Washington National;16;0;44611;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DEN;Denver; CO: Denver International;4557;11;361;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DFW;Dallas/Fort Worth; TX: Dallas/Fort Worth International;1449;5;143;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DHN;Dothan; AL: Dothan Regional;117;1;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DLH;Duluth; MN: Duluth International;213;0;12;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DRO;Durango; CO: Durango La Plata County;18;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DSM;Des Moines; IA: Des Moines International;270;0;24;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DTW;Detroit; MI: Detroit Metro Wayne County;3814;3;349;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;DVL;Devils Lake; ND: Devils Lake Regional;53;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EAR;Kearney; NE: Kearney Regional;87;0;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EAU;Eau Claire; WI: Chippewa Valley Regional;61;0;44773;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EGE;Eagle; CO: Eagle County Regional;119;2;6;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EKO;Elko; NV: Elko Regional;58;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ELM;Elmira/Corning; NY: Elmira/Corning Regional;136;1;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ELP;El Paso; TX: El Paso International;63;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ERI;Erie; PA: Erie International/Tom Ridge Field;79;1;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ESC;Escanaba; MI: Delta County;53;3;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EUG;Eugene; OR: Mahlon Sweet Field;466;4;24;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EVV;Evansville; IN: Evansville Regional;62;0;6;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;EWR;Newark; NJ: Newark Liberty International;31;0;44607;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FAR;Fargo; ND: Hector International;180;1;11;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FAT;Fresno; CA: Fresno Yosemite International;763;2;69;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FAY;Fayetteville; NC: Fayetteville Regional/Grannis Field;103;0;8;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FCA;Kalispell; MT: Glacier Park International;131;0;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FLG;Flagstaff; AZ: Flagstaff Pulliam;156;2;9;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FNT;Flint; MI: Bishop International;34;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FSD;Sioux Falls; SD: Joe Foss Field;243;2;18;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FSM;Fort Smith; AR: Fort Smith Regional;71;1;44719;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;FWA;Fort Wayne; IN: Fort Wayne International;394;3;32;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GCC;Gillette; WY: Gillette Campbell County;81;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GEG;Spokane; WA: Spokane International;264;1;23;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GFK;Grand Forks; ND: Grand Forks International;174;0;14;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GJT;Grand Junction; CO: Grand Junction Regional;263;0;18;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GNV;Gainesville; FL: Gainesville Regional;33;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GRB;Green Bay; WI: Green Bay Austin Straubel International;146;0;9;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GRK;Killeen; TX: Robert Gray AAF;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GRR;Grand Rapids; MI: Gerald R. Ford International;259;0;15;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GSO;Greensboro/High Point; NC: Piedmont Triad International;2;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GSP;Greer; SC: Greenville-Spartanburg International;54;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GTF;Great Falls; MT: Great Falls International;146;1;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;GTR;Columbus; MS: Golden Triangle Regional;107;1;8;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HDN;Hayden; CO: Yampa Valley;53;1;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HIB;Hibbing; MN: Range Regional;54;0;1;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HLN;Helena; MT: Helena Regional;115;1;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HOB;Hobbs; NM: Lea County Regional;86;0;11;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HOU;Houston; TX: William P Hobby;5;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HPN;White Plains; NY: Westchester County;170;2;44871;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HSV;Huntsville; AL: Huntsville International-Carl T Jones Field;84;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;HYS;Hays; KS: Hays Regional;108;2;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;IAD;Washington; DC: Washington Dulles International;392;4;34;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;IAH;Houston; TX: George Bush Intercontinental/Houston;1324;3;116;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ICT;Wichita; KS: Wichita Dwight D Eisenhower National;177;0;44857;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;IDA;Idaho Falls; ID: Idaho Falls Regional;129;0;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ILM;Wilmington; NC: Wilmington International;97;0;5;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;IMT;Iron Mountain/Kingsfd; MI: Ford;58;4;44638;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;IND;Indianapolis; IN: Indianapolis International;203;0;17;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;INL;International Falls; MN: Falls International Einarson Field;52;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;ITH;Ithaca/Cortland; NY: Ithaca Tompkins Regional;84;0;9;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;JAC;Jackson; WY: Jackson Hole;128;2;44793;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;JAN;Jackson/Vicksburg; MS: Jackson Medgar Wiley Evers International;60;0;6;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;JAX;Jacksonville; FL: Jacksonville International;10;0;0;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;JFK;New York; NY: John F. Kennedy International;58;1;7;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;JMS;Jamestown; ND: Jamestown Regional;84;1;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LAN;Lansing; MI: Capital Region International;55;0;44697;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LAR;Laramie; WY: Laramie Regional;53;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LAS;Las Vegas; NV: McCarran International;254;0;27;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LAW;Lawton/Fort Sill; OK: Lawton-Fort Sill Regional;59;1;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LAX;Los Angeles; CA: Los Angeles International;3053;1;271;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LBB;Lubbock; TX: Lubbock Preston Smith International;68;0;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LBF;North Platte; NE: North Platte Regional Airport Lee Bird Field;53;0;44614;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LBL;Liberal; KS: Liberal Mid-America Regional;54;1;2;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LEX;Lexington; KY: Blue Grass;102;0;10;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LFT;Lafayette; LA: Lafayette Regional Paul Fournet Field;12;0;4;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LGA;New York; NY: LaGuardia;316;0;30;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LGB;Long Beach; CA: Long Beach Airport;208;0;44787;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LIT;Little Rock; AR: Bill and Hillary Clinton Nat Adams Field;117;0;11;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LNK;Lincoln; NE: Lincoln Airport;142;0;13;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LRD;Laredo; TX: Laredo International;52;0;3;;;;;;;;;;;;;;;
OO;SkyWest Airlines Inc.;LSE;La Crosse; WI: La Crosse Regional;127;0;9;;;;;;;;;;;;;;;
